sentiment,review_body,product_category
1,"After eyeing this online several times  i saw it at my local store. in person it is just so pretty. it does have a romantic look to it. i wasn't looking for it... the sa was wearing it! she is much taller than i & it draped nicely over her denim jeans. says she loves it & just had to have it. well  of course  i was going to try it too! at 5'3""  117#  it was to my knees in the front  longer in the back. a little on the overwhelming side. love the crinkly fabric  embroidery detail  short sleeves &",Jackets
1,But tight around the chest  i ordered xs petite after trying on xxs petite and both are a tad tight on the chest area  kept xs petites as bigger would be too much fabric everywhere else. green color is classic  and the back is longer than the front. overall flattering if with the right outfit. i'm 30 dd and 115 lbs for reference.,Jackets
-1,This picture does not represent these jeans .. the color is way off. they are more yellow toned and look much more worn than in the picture. they also run very small.,Jeans
-1,These pants were wonderful...for 2 seasons. yes  for almost $200 a pop they don't even last a full year! loved them so much  i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately  retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.,Jeans
-1,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.    finally returned it without it making it out the door :(",Jeans
-1,I can't stand buying pants and i can see the pockets lining and my darker skin through the fabric. i don't consider that high-quality.,Jeans
-1,Really disappointing quality. these jeans are of a very poor quality material and developed holes in the inseams after only a month! i love pilcros  and am totally shocked at the poor quality...retailer  i hope this is just a fluke. not worth the money!,Jeans
-1,These were perfect in the legs  nice and stretchy  but problematic in the waist. i'm generally a 31/size 12  but i had to squeeze to get them to close. they've already gone back. if you have a tinier waist they'd probably be fine.,Jeans
-1,I love the coh fleetwood jeans  and since i was looking for a pair of not-so-skinny skinny jeans  i thought these would be great. but unlike the fleetwoods  which are a substantial weight denim  these are very soft -- too soft -- and bag out in the first 5 minutes. the style is okay but the fabric makes them unflattering. maybe if you're looking for jeans you can lounge in  these will be for you because they do have the comfort equivalent of sweats.,Jeans
-1,I was extremely excited to receive these pants  given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what  but be cautious ordering these pants.,Jeans
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
0,These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!,Jeans
0,The fit on these is good for my hourglass shape  and the fabric quality and comfort is good too.i think the rinse is just not as nice in person- the orange stitching is pretty bright too. i bought. a pair from br a couple months ago that are almost identical in quality  fit and color that i got for less than half the price of these. i am going to return these and see if they have something better   but will only buy in store from now on.,Jeans
0,Soft  stretch denim  70's fun vibe . i so wanted to keep this   but for me the sizing was off. i ordered a size 27  my usual denim jeans size . the waist down fit perfectly but i couldn't zip the top portion. i fear that even if i order one size up which i believe would still be ok for the bottom half ; i still won't have enough room from my rib cage to the top of the bib section. i had  a 3 inch gap  in that area  . for full disclosure   i am a  size 36b  with broad shoulders and  a broad back,Jeans
0,"I think these jeans are good for people with long lean legs. i'm 5'7"" 155 lbs and the wide cuff made my legs look short and stubby. the weight of the jeans is a little on the heavier side - i usually like soft denim. i usually wear a 31 and thought they were true to size.",Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,I liked the cut and color. seemed like good quality. i'm 5'5 and theses were so long. i had to fold them up like 6 inches not to step in them,Jeans
0,These were very nice  but had to return. i have a hard time with jeans as i am big and curvy in hips and butt. these were tight in those places and big in the waist ,Jeans
0,I wear a 32 and sometimes a 31 but i could barely squeeze these on in a 32. the fabric is thick with lots of stretch but these are super skinny all the way to the ankle like a legging and not a jean. made for much thinner frames than mine.,Jeans
0,Those pants sit pretty snug on top and get very wide very fast. this looks odd in my opinion if you do not wear a tunic style top like on the picture. also the material is quite thin  which makes the snug part look unflattering. they were not for me unfortunately.,Jeans
1,I love pilcro jeans.  i have many pairs and usually i'm a 31.  the sales girl said to buy them a size smaller because they stretch out.  i should have listen.  wore them one day and totally bagged out.  hopefully they will shrink in the wash.,Jeans
1,These are great pants  have them in the green holly color,Jeans
1,"I love that these are a nice thin stretchy material (not in a bad or cheap way) because they are perfect for the warm weather as well. i got the color grey in a size 29. i usually wear a 29 in stevie's so they were tts. maybe a bit tight in the beginning but they do stretch a little with wear. i did try on the size 30 but they were a little big around the waist. for reference i am 5'6""  145lbs  size 6/m. the fit of stevies are perfect and hugs in all the right places. i have wider calves and it",Jeans
1,The denim is soft and very comfortable  the color also is very dark and goes well with most anything. the style is 'oversized' for baggy look and for that reason the sides of the over-alls gape open requiring a long top. i usually wear a size 4 in citizen jeans  and ordered small in the overalls and had to return for an xs. i do recommend for comfort and fun. they look great with booties or flats and hit just at the ankle.,Jeans
1,Great pants! i love the style and fit! would highly recommend!,Jeans
1,"I'm curvy  have very muscular thighs and am just under 5'5"". i was not very optimistic when the sales associate told me i would love these jeans. she was right  they're amazing. they are incredibly flattering  just the right length for me (even tho cropped) as i can wear them as full-length or just add one or two rolls and it's a crop. the fabric is amazingly soft and they immediately felt like a favorite  old pair of jeans. the pockets are well placed so they do wonders for the bootie. oh  and",Jeans
1,"These jeans fit great  but i think getting the right size is key. i bought my usual denim size 26 and at first i thought they were too tight. but as the day wore on  they softened and conformed to my body and fit like a glove. if i bought them in a larger size  i'm afraid they'd bag out like jeans tend to do. i think it's the ""legging"" style that makes them so form fitting. i wish they were ankle length like on the model  but i'm 5'5"" and they are quite a bit longer on me than the model.",Jeans
1,"I love hess overalls. they are true to size and have a great vintage look to them but done in a classic way. i am 5'6"" 125lbs and a 34b. i bought the xs and it fit great! they are fitted and not sloppy like a lot of overalls. you can easily dress them up or down. soft and stretchy material is a plus",Jeans
1,Pilcro denim with embellishment like this always wins me over. these pair of jeans fit well  the detail is so pretty for fall. cant wait until it cools off to wear these. the price point is a little high considering the silly shipping costs too. love the jeans though.,Jeans
-1,I am always on the hunt for a cute white t-shirt but this one was a miss. it is too boxy (short) and the material is very thin for the price. i gave it two stars because it has nice colors for spring/summer. for reference  i am 5'4 and 115 lbs and i ordered a small. bought it online so i ended up returning it to the store.,Knits
-1,I wanted to like this top  as the fabric was nice and thick  but found that it dipped too low beneath the armpits  which would be ok if your lats are in perfect shape  but i've always found that cut made mine look a bit saggy (and i'm not heavy). not great enough to keep in my opinion.,Knits
-1,I sized way down and this top was still shapeless and tent-like. the sweatshirt fabric overpowered the cute  feminine details.,Knits
-1,Love the top  but very small to the size. ordered a medium and had to send back in exchange for x-large.,Knits
-1,Hi  when i received this top i tried it on  looked in the mirror and packed it up for a return. the quality is excellent but it just too boxy. fits nothing like it appears on the model.,Knits
-1,"I love this t-shirt because it has the combination of elegance and relazation to a ""t"".  it's soft  pretty and covers my wide bottom well.",Knits
-1,I usually wear a size xs or s in retailer tops  ordered this top in an s and it was so wide on the sides and huge it fit like a tent.  not even remotely flattering.  i thought about ordering it in an xs  however  i could tell the xs was still going to have way too much fabric.  back it goes.,Knits
-1,I love the design of this top  however  it's quality is lackluster. the shirt is pretty short and would be more flattering (at least on me) if it had a few more inches. also it's pretty sheer  so figuring out under garments is a dilemma. i will still wear it because i love it. looks great with a denim vest over it!,Knits
-1,I bought this in size xl. it is so much bigger than i expected. there are panels of material. it really is huge. not flattering at all. still  i kept it. the material is so soft & flowy. i've gotten good use wearing it around the house  doing chores  resting  etc. i wouldn't wear it out doing errands. but  around home  it's perfect for feeling cozy. such a strange cut. i don't know who would look good in it since it can look sloppy. i think many would enjoy wearing it at home.,Knits
0,This top may be right for some  but it did not work for me. i've been looking for a nice black top and loved the flutter sleeves on this one. however  it didn't do much to flatter my body. i ordered the xl  but it was huge. i'm not sure a l would have solved my problems if it had been available. i found it looked boxy and and agree that the arm holes are too big.     the quality is great and style so pretty  though. i wish it had worked for me!,Knits
0,Really wanted to love this top but it was too boxy for me! really pretty deep wine colors and a great plaid  but overall it did not give me any shape and it was returned ,Knits
0,This is absolutely huge.  it felt like it was at least 2 sizes too big - the empire waist wasn't even semi- fit.  36d chest and size small was like a tent.  however  the embroidery was beautiful,Knits
0,I ordered it in two colors because of excellent reviews. nice material  but fit is not for me. i will be returning them.,Knits
0,Thought i would try this as other reviewers loved it and it's out of my comfort zone. it looked like a poncho with a baggy tank underneath. not worth the price. the tassels looked a bit worn as well.,Knits
0,I ordered online and wear xs- m. i ordered a small but it seems big. i have to drive 1+ hour to a store so i do a lot of online ordering. i'm thinking of returning for smaller size. may make a road trip- have several items to return! i hate paying shipping to buy and shipping to return if it doesn't work!,Knits
0,For my body type  this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e.  boobs) this would work better.,Knits
0,I saw the shirt at my local retailer store and loved the color and print; however  the shirt had way too much fabric!  i was swimming in it.  it was not flattering whatsoever.  plus  it's overpriced for a shirt.  i'm sadly returning it.,Knits
0,Cute shirt but it is very hard to wrap my head around being an xxs. sizing is ridiculous. and now that i have an xs that is too big  the xxs are sold out. typical.,Knits
1,I would describe as an upgraded t-shirt. a perfect flowy top that you can dress up or down. comfortable and soft material.,Knits
1,This top is beautiful. the cutout portion extends below the bust  but is intricate enough to look good with a black bra or exciting with  say  a taupe or grey one. the fit across the shoulders is snug  but the rest of the top is very voluminous. don't expect to tuck this swamp thing in. it's a bit of an odd contrast  but if you're prepared to wear something that is itself a beautiful object  even if it doesn't really make sense for a human body... this is it.,Knits
1,"True to size if we take into account how some brands are making things bigger for hte size; i ordered both the xxs and xs  and xxs was more flattering (years past  xxs would be way too snug  my size didn't change). pros: i actually thought the cut was flattering on me  the top is very cute. hte bummer for me is the fabric  the grey part is not as sift as i would have hoped and the ""shirt"" part can wrinkle (did in the package). length was nice for both sizes  so overall  i would go smaller for a",Knits
1,"I'm a tunic girl--have to admit that. for me this top is fab.  i love roomy  swingy tops and this is exactly that. as others have mentioned  it is quite roomy at the bottom  however the weight of the fabric is so light it lays very nicely.  i love how it fits in the arms. i hate when arms are too big. the sleeve fits snugly. for reference i am 5'5"" 140 lbs. the small fit perfectly. i have already worn several times to work. perfect in the a/c.",Knits
1,The shirts fits well. it is very soft and stretchy but thick enough that it's not see through. the collar is the best part. i wear small and i'm 5'3.,Knits
1,"Lovely! at 5'6""  34a-28/29-36  the size small was a great fit. moss color is really quite grey. drapes beautifully and is an easy wear.",Knits
1,Comfortable & the color was great. just as it looks in the picture. nice design,Knits
1,"I just got this top in store today. all the colors were ""heathered ""  pretty casual colors. the top is extremely soft and i would say true to size. love the flutter sleeves that give nice feminine details.  i hope it doesn't shrink in the wash and wears well! also  i found that the purple color seemed to run slightly smaller than the others? kind of odd  but i thought worth mentioning:)",Knits
1,This cardigan is a beautiful - not too thin  but soft and versatile. the cutouts add a nice unique detail. i was worried that the cuts might fray  but they actually have a very thin bit of glue to prevent fraying. really beautiful piece for those of us with cold summer offices :),Knits
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
1,Actually you would think just another tshirt but actually with the wide straps it changes it up enough to really be cute.  i like the look it adds.  i really want to get more colors.   i normally wear everything from retailer in small   and even though this fit it was small for a small.  i will keep it but i think i will buy others in medium.,Layering
1,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,Layering
1,Excellent dress for lounging in the house or for sleeping. very comfortable and a little sexy at the same time.,Layering
1,I orderd this product in a size large  because i was afraid of it being seamless would make it too tight on my larger chest (32ddd)  however the opposite happened. because it doesn't have any kind of seams it is very boxy and not skin tight like i expected  however it still works because it does fit me around my chest comfortably and when worn under something it gives a nice blouson effect. also  the v is a very nice depth- not too deep or too shallow. overall  i'm happy with it because it's a n,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,This is great  lightweight top layer that's just right for the little evening chill in the summer when the sun goes down  or on a breezy day. it's sheer  so it requires a bottom layer. the medium fits a little tighter across the shoulders and arms for me than it shows on the model  which i like.,Layering
1,I took this in a large. im a 36d 140lbs. this top in a large fit me perfectly without a bra. slightly see through but not by much... i haven't tried it with a bra on yet  but im sure it'll be just fine.,Layering
1,I love this top. i'm wearing it today. i bought it to wear under blazers and it works perfectly. i knew it would be slim fitting and while i normally buy med or sometimes small i bought the large and i'm glad i did. it's still form fitting without strangling me the color is very nice as well. nice fabric and well made. a great layering basic.,Layering
1,Like the look of this tank  ran a bit larger than expected at the neck but overall happy with the purchase,Layering
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,Super itchy! had to return.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
1,These leggings are some of the softest i own. i ordered both the black and the moss and each has a distinct pattern. they are perfect for colder climates and fit me like a glove.,Legwear
1,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,Legwear
1,These tights have a nice pattern and color. they look just like the photograph. they are warm and because they are warm they have wool in them and they are a little itchy. but  that's the price you pay for warmth. i own several pairs of retailer tights and love the patterns (foxes  scotty dogs  and now trees). .,Legwear
1,I just go these socks in one of my beauty boxes!!! there is nothing like a new pair of socks. they feel amazing no matter what you do. these are ultra soft and in-line with other slipper socks i have tried with the grippies on the bottom. i like the color black style (actually  i like all the new styles at retailer right now)  and i didn't think i would like the higher tabs in the back but it turns out i love them to make sure the sock is covering my whole ankle when i put my shoes on. the,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Perfect fit  nice detailing best feature is that they do not bag out after wearing for a short time. good lines in back so they are more dressy than a regular legging.,Legwear
1,I love these socks so much! i ordered the beige and red pair with the polar bear design and they are my new favorite socks. these are comfy  with great stretch and just the right amount of cushion. however  the best feature is the cute little frill around the cuff! i want to order more  but i don't care for the other designs as much as the pair i ordered. instead  i will be keeping an eye on this brand to see what they come out with next!,Legwear
1,These are both adorable and practical?they're versatile enough to dress up or down  and they are just warm enough for fall temperatures. these will definitely be my go-to tights this season.,Legwear
1,I love these pants! first  they are super flattering. for a new mom  the waist comes up high and tucks everything in without rolling over. second  they are versatile. you can pair them with pointed flats  boots or casual with sneakers. i am wearing mine with cream flats and the cream moth boucle colorblocked pullover sweater. also - normally i am an xl (especially for length!) but the large fit perfectly. i didn't want to say that they ran large  because they aren't too loose.,Legwear
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
0,Overall the top is cute . what doesn't show in the photo are the pleats on the shoulder/neck area. the placement of the pleats makes you look like you have a football player neck . the neck area doesn't lay flat but comes off as puffy at your neck. i've never seen pleats placed in such a spot. ruined an otherwise cute top,Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
0,I ordered these on sale despite a previous reviewer's comment that they were unflattering on the back side. they really do hug your bum  but that is not what bothers me. what bothers me is that the back side is totally see through  so unless you plan on wearing them with a long top  they are not wearable in public or around other people. i have gotten some of my favorite pieces from retailer  but also some of the most poorly designed. unfortunately  these fall in the latter category.,Lounge
0,The body is huge  while the arms fit. being returned!,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
1,Love the texture and color of this tunic. it does seem to run large - i could have probably sized down to a pl without an issue. i do agree with other reviewers that the pockets are strangely placed and add bulk. i'm going to have them removed. overall  i really like it and have already worn it multiple times.,Lounge
1,My size was not available so based on reviews stating the bagginess of a certain area  i sized down and glad i did. i never size down because i do not like tight clothing  especially casual wear. nice muted print and good quality terry material. recommend  but size down if you want a more fitted feel.,Lounge
1,Love the dress but ended up returning it as i'm not sure how often i would wear it. the only down fall is the dress is straight so you have to take smaller steps but stunning dress!!!,Lounge
1,The peach color is beautiful on this jacket  and the quality and comfort is perfect. i wear a medium and the sizing was spot-on. i may get in another color if a sale comes around again.,Lounge
1,Love these - the colors are perfect for fall. originally ordered a small which fit fine (i'm a 6-8) but felt the black color would look better if i sized up and the material wasn't as stretched - i'm glad i exchanged for a medium for that reason.,Lounge
1,This fabric feels a little bit like heaven. i would totally wear this out and not just with my jammies. it's adorable and the fabric is so soft. i think i'm in love. i'm 5'2 95 lbs. xxsmall was a perfect fit.,Lounge
1,"Like many clothes  this looks much better on you than on the model; with a little bit of curve  it is not shapeless but very flattering. i wore it out with friends for drinks and they all exclaimed at how elegant it was. the wrist keyhole is a nice touch  and quality is very good. for reference  i'm 5'6""  125 lbs.",Lounge
1,"I love elosie sleepwear  everything is well made and beautiful designs. i am 5'5"" and wear a size 4  the small fits great. i love the embroidery it is a nice touch  and the pink is a pretty contrast.",Lounge
1,Fits well  super soft and very flattering. great for layering and for dressing up or down. highly recommend!,Lounge
-1,I knew i needed to buy this trench from the moment i saw it on my computer screen  but something prompted me to stop by my local retailer and try it on first. thank goodness for that.    at first glance  i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy  single layer of unlined  unstructured fabric  to the thin strip of fabric serving as a belt  i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim,Outerwear
-1,Like one of the previous reviewers  when my jacket arrived  it was not in the great dark wash pictured online. it was in a basic  medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally  know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy  but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs  but it was s,Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
